GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S18,HD02_S18,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40,HD01_S41,HD02_S41,HD01_S42,HD02_S42
620L200US36098,36098,"Assembly District 98 (2010), New York",138734,100.0,133934,96.5,107400,77.4,14409,10.4,724,0.5,376,0.3,1,0.0,0,0.0,347,0.3,2066,1.5,32,0.0,9303,6.7,4800,3.5,1340,1.0,3047,2.2,109,0.1,304,0.2,138734,100.0,25031,18.0,5969,4.3,11842,8.5,499,0.4,6721,4.8,113703,82.0,138734,100.0,133934,96.5,23086,16.6,110848,79.9,4800,3.5,1945,1.4,2855,2.1
620L200US36099,36099,"Assembly District 99 (2010), New York",134814,100.0,132494,98.3,121552,90.2,3378,2.5,220,0.2,104,0.1,3,0.0,0,0.0,113,0.1,3915,2.9,46,0.0,3383,2.5,2320,1.7,716,0.5,1440,1.1,52,0.0,112,0.1,134814,100.0,13709,10.2,1240,0.9,4492,3.3,488,0.4,7489,5.6,121105,89.8,134814,100.0,132494,98.3,12787,9.5,119707,88.8,2320,1.7,922,0.7,1398,1.0
620L200US36100,36100,"Assembly District 100 (2010), New York",140947,100.0,135709,96.3,90395,64.1,29143,20.7,989,0.7,507,0.4,1,0.0,0,0.0,481,0.3,2563,1.8,63,0.0,12556,8.9,5238,3.7,1499,1.1,3307,2.3,135,0.1,297,0.2,140947,100.0,30953,22.0,11042,7.8,10016,7.1,504,0.4,9391,6.7,109994,78.0,140947,100.0,135709,96.3,28773,20.4,106936,75.9,5238,3.7,2180,1.5,3058,2.2
620L200US36101,36101,"Assembly District 101 (2010), New York",128454,100.0,124599,97.0,109617,85.3,8469,6.6,437,0.3,232,0.2,4,0.0,1,0.0,200,0.2,2344,1.8,32,0.0,3700,2.9,3855,3.0,715,0.6,2823,2.2,62,0.0,255,0.2,128454,100.0,12021,9.4,2368,1.8,5406,4.2,297,0.2,3950,3.1,116433,90.6,128454,100.0,124599,97.0,10948,8.5,113651,88.5,3855,3.0,1073,0.8,2782,2.2
620L200US36102,36102,"Assembly District 102 (2010), New York",134109,100.0,130597,97.4,109272,81.5,10249,7.6,298,0.2,140,0.1,2,0.0,0,0.0,156,0.1,6903,5.1,44,0.0,3831,2.9,3512,2.6,769,0.6,2475,1.8,61,0.0,207,0.2,134109,100.0,12994,9.7,2128,1.6,5620,4.2,570,0.4,4676,3.5,121115,90.3,134109,100.0,130597,97.4,11954,8.9,118643,88.5,3512,2.6,1040,0.8,2472,1.8
620L200US36103,36103,"Assembly District 103 (2010), New York",134686,100.0,131947,98.0,118987,88.3,6792,5.0,265,0.2,156,0.1,3,0.0,0,0.0,106,0.1,3178,2.4,48,0.0,2677,2.0,2739,2.0,492,0.4,2070,1.5,49,0.0,128,0.1,134686,100.0,8941,6.6,1617,1.2,3509,2.6,325,0.2,3490,2.6,125745,93.4,134686,100.0,131947,98.0,8315,6.2,123632,91.8,2739,2.0,626,0.5,2113,1.6
620L200US36104,36104,"Assembly District 104 (2010), New York",132644,100.0,129033,97.3,101597,76.6,17131,12.9,320,0.2,171,0.1,3,0.0,0,0.0,146,0.1,7433,5.6,72,0.1,2480,1.9,3611,2.7,571,0.4,2766,2.1,70,0.1,204,0.2,132644,100.0,7431,5.6,703,0.5,3498,2.6,311,0.2,2919,2.2,125213,94.4,132644,100.0,129033,97.3,6625,5.0,122408,92.3,3611,2.7,806,0.6,2805,2.1
620L200US36105,36105,"Assembly District 105 (2010), New York",137005,100.0,131949,96.3,109523,79.9,12560,9.2,640,0.5,195,0.1,6,0.0,0,0.0,439,0.3,2605,1.9,100,0.1,6521,4.8,5056,3.7,1235,0.9,3360,2.5,176,0.1,285,0.2,137005,100.0,11805,8.6,601,0.4,8331,6.1,221,0.2,2652,1.9,125200,91.4,137005,100.0,131949,96.3,10709,7.8,121240,88.5,5056,3.7,1096,0.8,3960,2.9
620L200US36106,36106,"Assembly District 106 (2010), New York",134254,100.0,129762,96.7,98554,73.4,24697,18.4,377,0.3,171,0.1,1,0.0,0,0.0,205,0.2,3402,2.5,26,0.0,2706,2.0,4492,3.3,555,0.4,3612,2.7,86,0.1,239,0.2,134254,100.0,8259,6.2,679,0.5,5351,4.0,203,0.2,2026,1.5,125995,93.8,134254,100.0,129762,96.7,7336,5.5,122426,91.2,4492,3.3,923,0.7,3569,2.7
620L200US36107,36107,"Assembly District 107 (2010), New York",125994,100.0,124107,98.5,120333,95.5,1811,1.4,337,0.3,218,0.2,5,0.0,0,0.0,114,0.1,847,0.7,25,0.0,754,0.6,1887,1.5,189,0.2,1546,1.2,18,0.0,134,0.1,125994,100.0,3065,2.4,607,0.5,1419,1.1,141,0.1,898,0.7,122929,97.6,125994,100.0,124107,98.5,2808,2.2,121299,96.3,1887,1.5,257,0.2,1630,1.3
620L200US36108,36108,"Assembly District 108 (2010), New York",131716,100.0,129656,98.4,121437,92.2,4861,3.7,239,0.2,126,0.1,2,0.0,0,0.0,111,0.1,2145,1.6,21,0.0,953,0.7,2060,1.6,182,0.1,1741,1.3,31,0.0,106,0.1,131716,100.0,4062,3.1,781,0.6,1866,1.4,166,0.1,1249,0.9,127654,96.9,131716,100.0,129656,98.4,3786,2.9,125870,95.6,2060,1.6,276,0.2,1784,1.4
620L200US36109,36109,"Assembly District 109 (2010), New York",139831,100.0,137169,98.1,122687,87.7,5386,3.9,209,0.1,137,0.1,3,0.0,0,0.0,69,0.0,7746,5.5,28,0.0,1113,0.8,2662,1.9,343,0.2,2180,1.6,33,0.0,106,0.1,139831,100.0,4140,3.0,810,0.6,1577,1.1,184,0.1,1569,1.1,135691,97.0,139831,100.0,137169,98.1,3781,2.7,133388,95.4,2662,1.9,359,0.3,2303,1.6
620L200US36110,36110,"Assembly District 110 (2010), New York",138331,100.0,135323,97.8,125969,91.1,4184,3.0,216,0.2,119,0.1,1,0.0,0,0.0,96,0.1,3524,2.5,44,0.0,1386,1.0,3008,2.2,405,0.3,2391,1.7,55,0.0,157,0.1,138331,100.0,4417,3.2,800,0.6,2016,1.5,178,0.1,1423,1.0,133914,96.8,138331,100.0,135323,97.8,3961,2.9,131362,95.0,3008,2.2,456,0.3,2552,1.8
620L200US36111,36111,"Assembly District 111 (2010), New York",132613,100.0,130713,98.6,125729,94.8,2364,1.8,676,0.5,460,0.3,6,0.0,0,0.0,210,0.2,1271,1.0,44,0.0,629,0.5,1900,1.4,217,0.2,1535,1.2,24,0.0,124,0.1,132613,100.0,2964,2.2,563,0.4,1119,0.8,168,0.1,1114,0.8,129649,97.8,132613,100.0,130713,98.6,2668,2.0,128045,96.6,1900,1.4,296,0.2,1604,1.2
620L200US36112,36112,"Assembly District 112 (2010), New York",139495,100.0,137749,98.7,133178,95.5,2589,1.9,322,0.2,175,0.1,6,0.0,0,0.0,141,0.1,888,0.6,23,0.0,749,0.5,1746,1.3,164,0.1,1458,1.0,13,0.0,111,0.1,139495,100.0,2970,2.1,873,0.6,1086,0.8,114,0.1,897,0.6,136525,97.9,139495,100.0,137749,98.7,2750,2.0,134999,96.8,1746,1.3,220,0.2,1526,1.1
620L200US36113,36113,"Assembly District 113 (2010), New York",135737,100.0,134002,98.7,130045,95.8,2102,1.5,319,0.2,175,0.1,4,0.0,0,0.0,140,0.1,843,0.6,25,0.0,668,0.5,1735,1.3,196,0.1,1437,1.1,16,0.0,86,0.1,135737,100.0,2704,2.0,726,0.5,1065,0.8,81,0.1,832,0.6,133033,98.0,135737,100.0,134002,98.7,2459,1.8,131543,96.9,1735,1.3,245,0.2,1490,1.1
620L200US36114,36114,"Assembly District 114 (2010), New York",135275,100.0,133448,98.6,120943,89.4,6338,4.7,4092,3.0,3209,2.4,6,0.0,1,0.0,876,0.6,1118,0.8,29,0.0,928,0.7,1827,1.4,135,0.1,1586,1.2,17,0.0,89,0.1,135275,100.0,3583,2.6,515,0.4,1669,1.2,150,0.1,1249,0.9,131692,97.4,135275,100.0,133448,98.6,3348,2.5,130100,96.2,1827,1.4,235,0.2,1592,1.2
620L200US36115,36115,"Assembly District 115 (2010), New York",127225,100.0,125841,98.9,122849,96.6,884,0.7,376,0.3,275,0.2,1,0.0,0,0.0,100,0.1,1379,1.1,16,0.0,337,0.3,1384,1.1,155,0.1,1141,0.9,17,0.0,71,0.1,127225,100.0,1657,1.3,368,0.3,760,0.6,35,0.0,494,0.4,125568,98.7,127225,100.0,125841,98.9,1471,1.2,124370,97.8,1384,1.1,186,0.1,1198,0.9
620L200US36116,36116,"Assembly District 116 (2010), New York",127428,100.0,123709,97.1,101074,79.3,13848,10.9,366,0.3,176,0.1,4,0.0,3,0.0,183,0.1,5227,4.1,43,0.0,3151,2.5,3719,2.9,653,0.5,2858,2.2,59,0.0,149,0.1,127428,100.0,9382,7.4,579,0.5,5881,4.6,156,0.1,2766,2.2,118046,92.6,127428,100.0,123709,97.1,8500,6.7,115209,90.4,3719,2.9,882,0.7,2837,2.2
620L200US36117,36117,"Assembly District 117 (2010), New York",128680,100.0,127000,98.7,123627,96.1,1824,1.4,288,0.2,169,0.1,7,0.0,0,0.0,112,0.1,679,0.5,27,0.0,555,0.4,1680,1.3,180,0.1,1412,1.1,16,0.0,72,0.1,128680,100.0,2514,2.0,350,0.3,1393,1.1,68,0.1,703,0.5,126166,98.0,128680,100.0,127000,98.7,2263,1.8,124737,96.9,1680,1.3,251,0.2,1429,1.1
620L200US36118,36118,"Assembly District 118 (2010), New York",129137,100.0,126531,98.0,118503,91.8,4136,3.2,1124,0.9,798,0.6,10,0.0,0,0.0,316,0.2,1612,1.2,100,0.1,1056,0.8,2606,2.0,273,0.2,2166,1.7,27,0.0,140,0.1,129137,100.0,3817,3.0,1046,0.8,1470,1.1,128,0.1,1173,0.9,125320,97.0,129137,100.0,126531,98.0,3431,2.7,123100,95.3,2606,2.0,386,0.3,2220,1.7
620L200US36119,36119,"Assembly District 119 (2010), New York",127496,100.0,123404,96.8,87991,69.0,28209,22.1,1538,1.2,858,0.7,1,0.0,0,0.0,679,0.5,3266,2.6,39,0.0,2361,1.9,4092,3.2,535,0.4,3278,2.6,50,0.0,229,0.2,127496,100.0,7273,5.7,690,0.5,4476,3.5,620,0.5,1487,1.2,120223,94.3,127496,100.0,123404,96.8,6560,5.1,116844,91.6,4092,3.2,713,0.6,3379,2.7
620L200US36120,36120,"Assembly District 120 (2010), New York",131094,100.0,125475,95.7,95842,73.1,18682,14.3,1387,1.1,910,0.7,3,0.0,2,0.0,472,0.4,7262,5.5,31,0.0,2271,1.7,5619,4.3,622,0.5,4537,3.5,95,0.1,365,0.3,131094,100.0,7716,5.9,809,0.6,4290,3.3,892,0.7,1725,1.3,123378,94.1,131094,100.0,125475,95.7,6777,5.2,118698,90.5,5619,4.3,939,0.7,4680,3.6
620L200US36121,36121,"Assembly District 121 (2010), New York",134240,100.0,131855,98.2,123875,92.3,3601,2.7,590,0.4,444,0.3,1,0.0,0,0.0,145,0.1,3166,2.4,44,0.0,579,0.4,2385,1.8,251,0.2,1972,1.5,21,0.0,141,0.1,134240,100.0,2627,2.0,560,0.4,1044,0.8,181,0.1,842,0.6,131613,98.0,134240,100.0,131855,98.2,2332,1.7,129523,96.5,2385,1.8,295,0.2,2090,1.6
620L200US36122,36122,"Assembly District 122 (2010), New York",131778,100.0,129318,98.1,121569,92.3,4377,3.3,682,0.5,456,0.3,16,0.0,0,0.0,210,0.2,1089,0.8,250,0.2,1351,1.0,2460,1.9,339,0.3,1944,1.5,35,0.0,142,0.1,131778,100.0,4889,3.7,1795,1.4,1699,1.3,132,0.1,1263,1.0,126889,96.3,131778,100.0,129318,98.1,4366,3.3,124952,94.8,2460,1.9,523,0.4,1937,1.5
620L200US36123,36123,"Assembly District 123 (2010), New York",124261,100.0,122211,98.4,117407,94.5,2952,2.4,303,0.2,189,0.2,0,0.0,0,0.0,114,0.1,763,0.6,38,0.0,748,0.6,2050,1.6,197,0.2,1743,1.4,25,0.0,85,0.1,124261,100.0,2533,2.0,510,0.4,1039,0.8,92,0.1,892,0.7,121728,98.0,124261,100.0,122211,98.4,2266,1.8,119945,96.5,2050,1.6,267,0.2,1783,1.4
620L200US36124,36124,"Assembly District 124 (2010), New York",130736,100.0,128993,98.7,125554,96.0,1171,0.9,518,0.4,353,0.3,2,0.0,0,0.0,163,0.1,1094,0.8,35,0.0,621,0.5,1743,1.3,213,0.2,1457,1.1,16,0.0,57,0.0,130736,100.0,2735,2.1,678,0.5,1218,0.9,98,0.1,741,0.6,128001,97.9,130736,100.0,128993,98.7,2458,1.9,126535,96.8,1743,1.3,277,0.2,1466,1.1
620L200US36125,36125,"Assembly District 125 (2010), New York",131678,100.0,127783,97.0,112158,85.2,4692,3.6,450,0.3,292,0.2,1,0.0,0,0.0,157,0.1,9056,6.9,49,0.0,1378,1.0,3895,3.0,388,0.3,3235,2.5,47,0.0,225,0.2,131678,100.0,5056,3.8,1032,0.8,1531,1.2,302,0.2,2191,1.7,126622,96.2,131678,100.0,127783,97.0,4504,3.4,123279,93.6,3895,3.0,552,0.4,3343,2.5
620L200US36126,36126,"Assembly District 126 (2010), New York",131765,100.0,127695,96.9,110203,83.6,8813,6.7,290,0.2,151,0.1,1,0.0,0,0.0,138,0.1,6642,5.0,70,0.1,1677,1.3,4070,3.1,456,0.3,3285,2.5,45,0.0,284,0.2,131765,100.0,5787,4.4,601,0.5,2973,2.3,275,0.2,1938,1.5,125978,95.6,131765,100.0,127695,96.9,5066,3.8,122629,93.1,4070,3.1,721,0.5,3349,2.5
620L200US36127,36127,"Assembly District 127 (2010), New York",129764,100.0,127648,98.4,123409,95.1,2079,1.6,307,0.2,178,0.1,2,0.0,0,0.0,127,0.1,974,0.8,31,0.0,848,0.7,2116,1.6,259,0.2,1731,1.3,15,0.0,111,0.1,129764,100.0,4510,3.5,696,0.5,2098,1.6,183,0.1,1533,1.2,125254,96.5,129764,100.0,127648,98.4,4171,3.2,123477,95.2,2116,1.6,339,0.3,1777,1.4
620L200US36128,36128,"Assembly District 128 (2010), New York",126373,100.0,124121,98.2,118353,93.7,3277,2.6,374,0.3,246,0.2,0,0.0,0,0.0,128,0.1,721,0.6,32,0.0,1364,1.1,2252,1.8,270,0.2,1883,1.5,31,0.0,68,0.1,126373,100.0,4061,3.2,1342,1.1,1979,1.6,75,0.1,665,0.5,122312,96.8,126373,100.0,124121,98.2,3669,2.9,120452,95.3,2252,1.8,392,0.3,1860,1.5
620L200US36129,36129,"Assembly District 129 (2010), New York",130747,100.0,128761,98.5,121477,92.9,4419,3.4,376,0.3,225,0.2,2,0.0,0,0.0,149,0.1,993,0.8,30,0.0,1466,1.1,1986,1.5,258,0.2,1594,1.2,34,0.0,100,0.1,130747,100.0,4390,3.4,929,0.7,2454,1.9,120,0.1,887,0.7,126357,96.6,130747,100.0,128761,98.5,4040,3.1,124721,95.4,1986,1.5,350,0.3,1636,1.3
620L200US36130,36130,"Assembly District 130 (2010), New York",139115,100.0,136740,98.3,125121,89.9,4615,3.3,312,0.2,229,0.2,4,0.0,0,0.0,79,0.1,5791,4.2,25,0.0,876,0.6,2375,1.7,292,0.2,1904,1.4,26,0.0,153,0.1,139115,100.0,3588,2.6,593,0.4,1442,1.0,315,0.2,1238,0.9,135527,97.4,139115,100.0,136740,98.3,3305,2.4,133435,95.9,2375,1.7,283,0.2,2092,1.5
620L200US36131,36131,"Assembly District 131 (2010), New York",126203,100.0,121912,96.6,84446,66.9,26905,21.3,505,0.4,290,0.2,4,0.0,0,0.0,211,0.2,4786,3.8,53,0.0,5217,4.1,4291,3.4,870,0.7,3119,2.5,71,0.1,231,0.2,126203,100.0,13895,11.0,671,0.5,10454,8.3,784,0.6,1986,1.6,112308,89.0,126203,100.0,121912,96.6,12551,9.9,109361,86.7,4291,3.4,1344,1.1,2947,2.3
620L200US36132,36132,"Assembly District 132 (2010), New York",125431,100.0,122108,97.4,99590,79.4,13835,11.0,329,0.3,196,0.2,2,0.0,0,0.0,131,0.1,5877,4.7,32,0.0,2445,1.9,3323,2.6,628,0.5,2436,1.9,55,0.0,204,0.2,125431,100.0,8109,6.5,480,0.4,5597,4.5,449,0.4,1583,1.3,117322,93.5,125431,100.0,122108,97.4,7276,5.8,114832,91.5,3323,2.6,833,0.7,2490,2.0
620L200US36133,36133,"Assembly District 133 (2010), New York",118100,100.0,113174,95.8,43674,37.0,58396,49.4,519,0.4,240,0.2,0,0.0,0,0.0,279,0.2,2480,2.1,66,0.1,8039,6.8,4926,4.2,1109,0.9,3303,2.8,140,0.1,374,0.3,118100,100.0,19411,16.4,564,0.5,16222,13.7,792,0.7,1833,1.6,98689,83.6,118100,100.0,113174,95.8,17657,15.0,95517,80.9,4926,4.2,1754,1.5,3172,2.7
620L200US36134,36134,"Assembly District 134 (2010), New York",130126,100.0,127686,98.1,117092,90.0,6639,5.1,340,0.3,230,0.2,2,0.0,0,0.0,108,0.1,2017,1.6,23,0.0,1575,1.2,2440,1.9,468,0.4,1819,1.4,44,0.0,109,0.1,130126,100.0,5676,4.4,568,0.4,3558,2.7,376,0.3,1174,0.9,124450,95.6,130126,100.0,127686,98.1,5100,3.9,122586,94.2,2440,1.9,576,0.4,1864,1.4
620L200US36135,36135,"Assembly District 135 (2010), New York",131932,100.0,129928,98.5,122433,92.8,2808,2.1,190,0.1,116,0.1,1,0.0,0,0.0,73,0.1,3741,2.8,38,0.0,718,0.5,2004,1.5,274,0.2,1597,1.2,11,0.0,122,0.1,131932,100.0,3484,2.6,499,0.4,1612,1.2,224,0.2,1149,0.9,128448,97.4,131932,100.0,129928,98.5,3147,2.4,126781,96.1,2004,1.5,337,0.3,1667,1.3
620L200US36136,36136,"Assembly District 136 (2010), New York",124338,100.0,122685,98.7,118962,95.7,1743,1.4,268,0.2,158,0.1,10,0.0,0,0.0,100,0.1,1258,1.0,21,0.0,433,0.3,1653,1.3,149,0.1,1425,1.1,20,0.0,59,0.0,124338,100.0,1792,1.4,584,0.5,659,0.5,41,0.0,508,0.4,122546,98.6,124338,100.0,122685,98.7,1586,1.3,121099,97.4,1653,1.3,206,0.2,1447,1.2
620L200US36137,36137,"Assembly District 137 (2010), New York",123427,100.0,120655,97.8,112499,91.1,6057,4.9,318,0.3,174,0.1,4,0.0,0,0.0,140,0.1,1160,0.9,24,0.0,597,0.5,2772,2.2,222,0.2,2381,1.9,34,0.0,135,0.1,123427,100.0,2679,2.2,519,0.4,1336,1.1,95,0.1,729,0.6,120748,97.8,123427,100.0,120655,97.8,2313,1.9,118342,95.9,2772,2.2,366,0.3,2406,1.9
620L200US36138,36138,"Assembly District 138 (2010), New York",126488,100.0,123590,97.7,107783,85.2,11970,9.5,1914,1.5,1175,0.9,0,0.0,0,0.0,739,0.6,1203,1.0,37,0.0,683,0.5,2898,2.3,217,0.2,2477,2.0,34,0.0,170,0.1,126488,100.0,2711,2.1,621,0.5,1202,1.0,98,0.1,790,0.6,123777,97.9,126488,100.0,123590,97.7,2429,1.9,121161,95.8,2898,2.3,282,0.2,2616,2.1
620L200US36139,36139,"Assembly District 139 (2010), New York",127086,100.0,124812,98.2,117243,92.3,4529,3.6,1026,0.8,543,0.4,1,0.0,0,0.0,482,0.4,693,0.5,21,0.0,1300,1.0,2274,1.8,262,0.2,1886,1.5,29,0.0,97,0.1,127086,100.0,4092,3.2,1599,1.3,1663,1.3,106,0.1,724,0.6,122994,96.8,127086,100.0,124812,98.2,3706,2.9,121106,95.3,2274,1.8,386,0.3,1888,1.5
620L200US36140,36140,"Assembly District 140 (2010), New York",117899,100.0,116220,98.6,111262,94.4,2601,2.2,489,0.4,335,0.3,0,0.0,0,0.0,154,0.1,1286,1.1,16,0.0,566,0.5,1679,1.4,186,0.2,1398,1.2,13,0.0,82,0.1,117899,100.0,2808,2.4,398,0.3,1730,1.5,60,0.1,620,0.5,115091,97.6,117899,100.0,116220,98.6,2564,2.2,113656,96.4,1679,1.4,244,0.2,1435,1.2
620L200US36141,36141,"Assembly District 141 (2010), New York",109926,100.0,107180,97.5,24378,22.2,79036,71.9,398,0.4,185,0.2,0,0.0,0,0.0,213,0.2,2001,1.8,40,0.0,1327,1.2,2746,2.5,365,0.3,2088,1.9,40,0.0,253,0.2,109926,100.0,4561,4.1,362,0.3,3195,2.9,158,0.1,846,0.8,105365,95.9,109926,100.0,107180,97.5,4081,3.7,103099,93.8,2746,2.5,480,0.4,2266,2.1
620L200US36142,36142,"Assembly District 142 (2010), New York",132951,100.0,130972,98.5,124031,93.3,4213,3.2,456,0.3,300,0.2,1,0.0,0,0.0,155,0.1,1660,1.2,31,0.0,581,0.4,1979,1.5,157,0.1,1690,1.3,22,0.0,110,0.1,132951,100.0,2376,1.8,543,0.4,1149,0.9,99,0.1,585,0.4,130575,98.2,132951,100.0,130972,98.5,2172,1.6,128800,96.9,1979,1.5,204,0.2,1775,1.3
620L200US36143,36143,"Assembly District 143 (2010), New York",129830,100.0,128086,98.7,118134,91.0,7476,5.8,308,0.2,200,0.2,1,0.0,0,0.0,107,0.1,1584,1.2,14,0.0,570,0.4,1744,1.3,218,0.2,1414,1.1,14,0.0,98,0.1,129830,100.0,2488,1.9,406,0.3,1429,1.1,70,0.1,583,0.4,127342,98.1,129830,100.0,128086,98.7,2200,1.7,125886,97.0,1744,1.3,288,0.2,1456,1.1
620L200US36144,36144,"Assembly District 144 (2010), New York",128607,100.0,124181,96.6,87836,68.3,20305,15.8,1381,1.1,877,0.7,5,0.0,0,0.0,499,0.4,6576,5.1,76,0.1,8007,6.2,4426,3.4,921,0.7,3137,2.4,106,0.1,262,0.2,128607,100.0,19894,15.5,795,0.6,16354,12.7,575,0.4,2170,1.7,108713,84.5,128607,100.0,124181,96.6,18560,14.4,105621,82.1,4426,3.4,1334,1.0,3092,2.4
620L200US36145,36145,"Assembly District 145 (2010), New York",127442,100.0,125588,98.5,119977,94.1,2752,2.2,518,0.4,349,0.3,1,0.0,0,0.0,168,0.1,1015,0.8,23,0.0,1303,1.0,1854,1.5,307,0.2,1472,1.2,10,0.0,65,0.1,127442,100.0,5125,4.0,680,0.5,3539,2.8,120,0.1,786,0.6,122317,96.0,127442,100.0,125588,98.5,4718,3.7,120870,94.8,1854,1.5,407,0.3,1447,1.1
620L200US36146,36146,"Assembly District 146 (2010), New York",128575,100.0,127030,98.8,119854,93.2,3336,2.6,2467,1.9,1916,1.5,1,0.0,0,0.0,550,0.4,551,0.4,18,0.0,804,0.6,1545,1.2,168,0.1,1292,1.0,20,0.0,65,0.1,128575,100.0,3412,2.7,741,0.6,1895,1.5,70,0.1,706,0.5,125163,97.3,128575,100.0,127030,98.8,3162,2.5,123868,96.3,1545,1.2,250,0.2,1295,1.0
620L200US36147,36147,"Assembly District 147 (2010), New York",124739,100.0,123215,98.8,116099,93.1,4350,3.5,332,0.3,176,0.1,2,0.0,1,0.0,153,0.1,1255,1.0,22,0.0,1157,0.9,1524,1.2,213,0.2,1203,1.0,20,0.0,88,0.1,124739,100.0,3463,2.8,837,0.7,1645,1.3,123,0.1,858,0.7,121276,97.2,124739,100.0,123215,98.8,3205,2.6,120010,96.2,1524,1.2,258,0.2,1266,1.0
620L200US36148,36148,"Assembly District 148 (2010), New York",131129,100.0,128840,98.3,111077,84.7,7074,5.4,246,0.2,148,0.1,0,0.0,0,0.0,98,0.1,9728,7.4,26,0.0,689,0.5,2289,1.7,300,0.2,1819,1.4,31,0.0,139,0.1,131129,100.0,2964,2.3,499,0.4,1155,0.9,128,0.1,1182,0.9,128165,97.7,131129,100.0,128840,98.3,2674,2.0,126166,96.2,2289,1.7,290,0.2,1999,1.5
620L200US36149,36149,"Assembly District 149 (2010), New York",121064,100.0,119250,98.5,114384,94.5,1179,1.0,2562,2.1,2198,1.8,16,0.0,1,0.0,347,0.3,675,0.6,23,0.0,427,0.4,1814,1.5,122,0.1,1606,1.3,23,0.0,63,0.1,121064,100.0,1829,1.5,395,0.3,927,0.8,54,0.0,453,0.4,119235,98.5,121064,100.0,119250,98.5,1643,1.4,117607,97.1,1814,1.5,186,0.2,1628,1.3
620L200US36150,36150,"Assembly District 150 (2010), New York",121520,100.0,118926,97.9,111801,92.0,3164,2.6,634,0.5,428,0.4,2,0.0,0,0.0,204,0.2,659,0.5,35,0.0,2633,2.2,2594,2.1,459,0.4,1961,1.6,41,0.0,133,0.1,121520,100.0,8037,6.6,830,0.7,6254,5.1,94,0.1,859,0.7,113483,93.4,121520,100.0,118926,97.9,7369,6.1,111557,91.8,2594,2.1,668,0.5,1926,1.6
